post_id,user_id,post_text,post_date,sentiment_score,platform
53,45,Feeling stressed about work.,18-11-2024 14:43,-0.9,Facebook
54,46,Feeling bored today.,12-10-2024 00:02,0.5,Instagram
55,20,The new movie was decent.,29-06-2025 12:16,-0.6,Facebook
56,34,Had a great day with family!,23-02-2025 13:15,-1.0,Twitter
57,5,Enjoyed a nice day by the beach.,30-07-2024 02:20,-0.8,Instagram
58,28,Excited for the next adventure!,09-06-2025 14:51,-0.2,Twitter
59,2,Looking forward to the next trip!,19-11-2025 18:20,0.6,Instagram
60,6,The commute was exhausting today.,17-09-2024 01:18,0.2,Facebook
61,12,Had a great day with family!,14-04-2025 22:01,-0.1,Facebook
62,25,Feeling stressed about work.,07-08-2025 17:59,0.8,Instagram
63,3,Not feeling well today.,14-10-2025 06:07,0.8,Facebook
64,34,The food was amazing at the restaurant!,16-11-2025 13:10,-0.2,Instagram
65,16,Feeling stressed about work.,05-12-2024 01:21,0.7,Facebook
66,12,The new movie was decent.,20-02-2025 12:24,0.8,Twitter
67,31,Feeling bored today.,10-07-2025 13:49,0.5,
68,41,The new movie was decent.,11-08-2024 23:45,-0.9,Facebook
69,32,The new movie was decent.,21-06-2024 23:36,0.7,Facebook
70,43,Feeling overwhelmed with work.,26-10-2025 01:11,-0.5,
71,23,Feeling bored today.,21-09-2025 19:30,0.9,
72,32,Not feeling well today.,10-07-2024 13:28,0.3,Twitter
73,23,The weather is perfect today!,18-06-2025 04:06,-1.0,Twitter
74,7,The commute was exhausting today.,14-03-2025 23:29,-0.6,
75,4,Excited for the next adventure!,28-07-2025 01:06,0.2,
76,38,The weather is perfect today!,30-01-2025 21:02,-0.1,Facebook
77,6,The new movie was decent.,09-11-2025 17:22,0.3,Facebook
78,25,Enjoyed a nice day by the beach.,03-08-2025 14:53,0.6,Facebook
79,21,Enjoyed a nice day by the beach.,25-12-2025 22:02,-0.3,Instagram
80,48,Had a great day with family!,10-04-2025 06:23,0.4,Instagram
81,39,Looking forward to the weekend.,12-06-2024 10:51,0.9,Instagram
82,37,Excited about the new event!,01-06-2025 19:45,0.6,Twitter
83,7,Not feeling well today.,31-08-2024 20:24,0.1,
84,49,Can't wait for the holidays!,23-06-2025 23:50,0.8,Twitter
85,16,Not feeling well today.,13-08-2025 15:18,-0.1,
86,40,Can't wait for the holidays!,28-11-2025 01:29,-0.1,Instagram
87,18,Enjoyed a nice day by the beach.,06-08-2025 18:48,-0.2,
88,19,Feeling bored today.,23-07-2025 18:27,-0.3,
89,33,"Had an okay day, nothing special.",10-10-2025 00:11,-0.3,Facebook
90,11,Had a great day with family!,30-10-2025 01:04,-0.1,Facebook
91,37,Traffic was terrible today.,10-03-2025 15:28,0.9,Twitter
92,44,Can't wait for the holidays!,14-02-2025 11:04,-0.4,Facebook
93,36,Looking forward to the weekend.,20-01-2025 08:07,-0.7,
94,25,Can't wait for the holidays!,03-10-2024 11:53,0.8,Instagram
95,12,Feeling stressed about work.,26-02-2025 07:15,-0.6,Instagram
96,41,Had an awesome workout!,31-10-2025 10:35,-0.9,Facebook
97,43,Enjoyed a relaxing evening.,24-09-2024 14:07,0.7,Instagram
98,39,Had an awesome workout!,11-11-2025 00:14,-0.7,Instagram
99,29,The weather is perfect today!,09-12-2024 04:04,0.3,Twitter
100,10,Traffic was terrible today.,14-12-2024 03:06,-0.9,Twitter
101,4,Traffic was terrible today.,20-10-2025 23:19,0.0,Instagram
102,5,Excited about the new event!,04-06-2025 13:19,0.7,Facebook
103,12,Enjoyed a nice day by the beach.,06-09-2025 08:52,0.5,Instagram
104,23,Had a great day with family!,26-12-2024 07:39,0.5,Facebook
105,40,The new movie was decent.,19-08-2025 19:51,0.4,Twitter
106,45,Looking forward to the next trip!,27-09-2024 14:43,0.2,
107,21,Not feeling well today.,05-10-2024 20:25,-0.4,
108,36,The new movie was decent.,08-02-2025 15:02,-0.2,Twitter
109,2,The food was amazing at the restaurant!,14-04-2025 17:26,-0.7,Instagram
110,7,The weather is perfect today!,08-06-2025 02:41,0.2,
111,40,Not feeling well today.,18-11-2025 22:55,1.0,Instagram
112,35,Had a peaceful day.,23-01-2025 08:25,-0.7,Facebook
113,27,"Had an okay day, nothing special.",04-02-2025 04:31,0.8,Twitter
114,46,Feeling bored today.,12-04-2025 00:12,0.1,Instagram
115,39,Excited about the new event!,23-08-2025 18:01,-0.1,
116,6,Feeling overwhelmed with work.,12-10-2025 16:22,-0.3,
117,43,The commute was exhausting today.,12-08-2025 15:55,-1.0,Twitter
118,42,Excited about the new event!,27-08-2024 13:07,-0.5,Twitter
119,22,Can't wait for the holidays!,08-09-2024 04:32,-0.5,Facebook
120,22,Looking forward to the weekend.,12-09-2025 12:12,0.5,Instagram
121,34,Had a peaceful day.,01-08-2025 05:55,-0.4,Instagram
122,3,Looking forward to the next trip!,12-08-2024 06:33,0.4,Twitter
123,29,Feeling stressed about work.,16-10-2024 16:47,-0.3,
124,50,The new movie was decent.,28-09-2024 02:33,0.5,Facebook
125,41,Excited for the next adventure!,22-04-2025 23:07,0.2,Twitter
126,11,The food was amazing at the restaurant!,27-06-2025 16:06,0.8,
127,35,Looking forward to the weekend.,16-06-2025 04:44,0.2,
128,36,Traffic was terrible today.,28-12-2024 08:04,-0.9,Instagram
129,23,Can't wait for the holidays!,09-02-2025 07:38,-0.4,
130,6,Feeling overwhelmed with work.,28-07-2024 16:04,0.5,Twitter
131,15,The commute was exhausting today.,24-03-2025 23:44,0.2,
132,2,The food was amazing at the restaurant!,29-04-2025 01:12,0.9,Instagram
133,46,Feeling stressed about work.,07-05-2025 09:32,0.4,Facebook
134,8,The commute was exhausting today.,02-06-2025 10:40,-0.6,
135,42,Feeling overwhelmed with work.,20-12-2025 01:07,0.0,Instagram
136,24,The new movie was decent.,29-01-2025 08:44,0.2,Twitter
137,45,Not feeling well today.,13-08-2024 01:53,0.7,Twitter
138,25,The weather is perfect today!,16-10-2024 23:34,-0.7,
139,17,Enjoyed a relaxing evening.,26-12-2024 17:15,0.6,Twitter
140,26,Can't wait for the holidays!,01-12-2025 00:11,-0.3,Facebook
141,10,Traffic was terrible today.,18-11-2025 21:00,0.8,Twitter
142,47,Feeling stressed about work.,27-05-2025 13:28,-0.0,Twitter
143,9,Traffic was terrible today.,26-06-2025 21:15,0.0,
144,46,Feeling overwhelmed with work.,31-08-2024 21:55,-0.1,Instagram
145,11,Feeling overwhelmed with work.,14-01-2025 11:27,-0.9,Facebook
146,50,Excited for the next adventure!,24-06-2024 08:08,0.9,Twitter
147,28,Enjoyed a nice day by the beach.,16-09-2024 10:02,0.5,Twitter
148,13,Excited about the new event!,24-08-2024 04:12,0.9,Facebook
149,26,Had a peaceful day.,19-07-2025 09:17,0.0,
150,28,The food was amazing at the restaurant!,17-07-2025 02:33,0.9,
151,34,Had an awesome workout!,06-01-2025 08:36,1.0,Facebook
152,27,Feeling overwhelmed with work.,13-09-2024 14:09,0.9,
153,27,Excited about the new event!,01-12-2024 17:52,-0.2,Twitter
154,50,Can't wait for the holidays!,27-07-2025 12:12,-0.0,
155,8,Traffic was terrible today.,17-01-2025 09:38,-0.4,Facebook
156,36,Enjoyed a relaxing evening.,15-06-2024 09:57,-0.4,Twitter
157,46,Traffic was terrible today.,13-08-2024 20:20,0.2,Twitter
158,6,Enjoyed a relaxing evening.,05-11-2025 22:17,0.6,Twitter
159,29,Looking forward to the weekend.,09-12-2024 16:05,0.5,Instagram
160,32,Had a peaceful day.,31-08-2025 02:31,0.0,Facebook
161,49,"Had an okay day, nothing special.",11-10-2025 13:07,-0.8,
162,30,Not feeling well today.,08-09-2025 19:32,0.6,
163,31,Enjoyed a nice day by the beach.,08-02-2025 12:56,0.1,Facebook
164,30,Excited for the next adventure!,21-07-2025 08:21,-0.7,
165,24,Excited about the new event!,25-12-2025 15:54,-0.1,Twitter
166,13,Can't wait for the holidays!,26-06-2024 09:14,-0.6,
167,3,Excited about the new event!,29-09-2024 09:33,0.6,Facebook
168,1,Feeling bored today.,04-12-2025 23:41,0.5,Facebook
169,29,Had a peaceful day.,07-12-2025 01:46,1.0,Twitter
170,49,Had a peaceful day.,18-07-2025 17:42,0.7,Instagram
171,46,Not feeling well today.,24-07-2025 11:30,0.3,Instagram
172,43,Traffic was terrible today.,11-11-2025 16:07,-0.6,
173,3,The new movie was decent.,23-05-2025 01:47,0.5,Facebook
174,3,"Had an okay day, nothing special.",07-10-2025 19:32,0.2,
175,3,Had a great day with family!,06-09-2024 13:51,-0.9,Facebook
176,13,Looking forward to the weekend.,01-11-2025 04:27,0.2,Twitter
177,17,Had an awesome workout!,11-01-2025 16:25,-0.7,Twitter
178,23,Not feeling well today.,16-02-2025 05:57,0.9,Twitter
179,33,"Had an okay day, nothing special.",16-06-2025 14:15,0.6,Instagram
180,38,Feeling stressed about work.,30-10-2024 21:00,0.2,Facebook
181,44,Excited about the new event!,01-10-2025 05:37,-0.8,Twitter
182,27,Had an awesome workout!,31-03-2025 06:36,-0.6,Instagram
183,27,Enjoyed a nice day by the beach.,22-10-2025 23:02,-0.5,Twitter
184,28,The commute was exhausting today.,21-12-2024 08:20,-0.9,
185,31,Can't wait for the holidays!,14-07-2025 20:06,0.5,
186,17,Can't wait for the holidays!,01-07-2024 18:01,-0.7,Instagram
187,43,The new movie was decent.,31-01-2025 13:06,-0.2,Facebook
188,42,Feeling stressed about work.,24-08-2025 12:52,0.4,Instagram
189,26,Feeling stressed about work.,22-11-2024 02:05,0.9,
190,7,Feeling overwhelmed with work.,06-09-2024 09:20,0.3,Facebook
191,1,Excited about the new event!,16-07-2025 05:52,0.2,Instagram
192,11,The commute was exhausting today.,22-05-2025 11:14,-0.8,Twitter
193,50,The commute was exhausting today.,23-03-2025 13:55,-0.7,Twitter
194,2,Feeling bored today.,05-07-2025 00:18,0.5,Facebook
195,14,"Had an okay day, nothing special.",13-01-2025 21:40,-0.5,Twitter
196,37,Can't wait for the holidays!,29-07-2024 11:14,-0.1,Instagram
197,27,Enjoyed a nice day by the beach.,17-04-2025 00:17,-0.6,
198,14,Enjoyed a nice day by the beach.,04-08-2025 00:28,0.6,Facebook
199,38,The new movie was decent.,26-07-2024 00:30,0.8,Facebook
200,17,Had a peaceful day.,05-08-2024 14:52,-0.3,
201,28,Excited about the new event!,09-05-2025 20:47,0.9,
202,33,Enjoyed a relaxing evening.,09-04-2025 12:09,0.0,Facebook
203,7,The food was amazing at the restaurant!,08-10-2024 06:50,0.1,Facebook
204,46,"Had an okay day, nothing special.",08-08-2024 19:11,0.9,Twitter
205,38,Had a peaceful day.,28-09-2024 06:59,0.4,Instagram
206,2,Not feeling well today.,11-01-2025 19:37,0.2,Twitter
207,11,Excited about the new event!,08-07-2024 02:38,0.0,
208,11,Looking forward to the weekend.,26-08-2025 20:08,-0.0,Facebook
209,23,Looking forward to the weekend.,13-11-2025 05:57,0.7,
210,48,Excited for the next adventure!,01-07-2025 14:30,-0.9,Twitter
211,20,Traffic was terrible today.,26-06-2024 11:43,-0.4,Instagram
212,8,The weather is perfect today!,15-12-2025 18:17,-0.8,Facebook
213,47,Feeling bored today.,07-06-2025 17:35,0.5,Twitter
214,20,Had an awesome workout!,13-07-2025 22:04,0.4,Instagram
215,16,Enjoyed a nice day by the beach.,25-02-2025 03:52,-0.8,Twitter
216,6,Enjoyed a nice day by the beach.,27-11-2025 00:24,-0.2,Instagram
217,18,The weather is perfect today!,18-11-2025 10:53,0.1,Twitter
218,30,Excited for the next adventure!,11-11-2024 01:58,0.3,Twitter
219,47,Feeling bored today.,15-12-2025 09:46,0.2,Twitter
220,29,Traffic was terrible today.,18-12-2025 02:46,0.0,Facebook
221,17,Not feeling well today.,15-10-2024 21:21,0.1,
222,34,The new movie was decent.,29-05-2025 04:39,0.1,Instagram
223,8,The weather is perfect today!,06-03-2025 21:11,-1.0,Facebook
224,43,Feeling bored today.,28-06-2025 12:22,0.2,Facebook
225,16,Feeling overwhelmed with work.,24-08-2024 15:18,-0.8,Twitter
226,48,"Had an okay day, nothing special.",12-07-2024 17:27,0.2,Twitter
227,47,Traffic was terrible today.,22-11-2024 18:50,0.4,Instagram
228,31,Feeling overwhelmed with work.,23-01-2025 05:13,-0.1,Instagram
229,9,Enjoyed a nice day by the beach.,08-01-2025 21:02,0.0,Facebook
230,6,Looking forward to the weekend.,13-01-2025 16:29,-0.6,Facebook
231,23,Looking forward to the weekend.,29-11-2025 12:53,-0.8,
232,35,Excited for the next adventure!,28-10-2024 22:41,-0.4,Facebook
233,10,Had a great day with family!,10-09-2024 13:14,0.8,Instagram
234,1,The commute was exhausting today.,30-10-2024 23:42,-0.3,Facebook
235,39,Had a peaceful day.,03-05-2025 05:19,-0.0,Facebook
236,18,Not feeling well today.,10-11-2025 16:38,0.7,
237,23,The food was amazing at the restaurant!,31-07-2024 14:45,-1.0,Twitter
238,31,Had a great day with family!,19-08-2025 17:18,-0.1,Facebook
239,23,Not feeling well today.,21-07-2025 15:27,-0.1,Twitter
240,49,Traffic was terrible today.,25-10-2025 10:24,-0.8,Twitter
241,16,Traffic was terrible today.,09-12-2025 03:33,1.0,Instagram
242,27,Looking forward to the weekend.,27-11-2024 10:36,0.5,
243,46,The new movie was decent.,30-10-2024 18:06,0.4,Facebook
244,13,Excited for the next adventure!,31-07-2025 12:35,0.0,Twitter
245,46,Feeling bored today.,16-06-2024 11:07,0.9,Instagram
246,1,Had an awesome workout!,20-12-2024 10:49,0.7,
247,31,The commute was exhausting today.,23-11-2024 14:15,-0.9,Twitter
248,20,Looking forward to the weekend.,27-04-2025 03:40,0.7,Facebook
249,15,Can't wait for the holidays!,10-01-2025 01:27,-0.6,Twitter
250,14,Enjoyed a nice day by the beach.,30-07-2025 14:04,0.6,Twitter
251,8,"Had an okay day, nothing special.",30-03-2025 15:54,-0.5,Instagram
252,37,The new movie was decent.,16-02-2025 08:55,0.9,
253,36,Can't wait for the holidays!,08-03-2025 17:29,-0.7,Twitter
254,15,Feeling stressed about work.,15-07-2024 07:55,0.2,
255,46,Excited for the next adventure!,08-12-2024 04:52,-0.4,
256,24,The food was amazing at the restaurant!,25-11-2025 20:24,-0.2,Instagram
257,31,Enjoyed a relaxing evening.,29-09-2024 01:33,-0.1,
258,35,Enjoyed a nice day by the beach.,09-07-2025 19:11,-1.0,Facebook
259,38,Looking forward to the next trip!,13-12-2024 02:59,0.3,Twitter
260,50,Not feeling well today.,10-12-2025 09:14,-0.8,Twitter
261,21,Not feeling well today.,23-09-2025 03:11,1.0,Instagram
262,31,Not feeling well today.,03-09-2024 09:07,-0.4,Facebook
263,10,Looking forward to the weekend.,28-01-2025 17:30,0.1,Instagram
264,22,Enjoyed a nice day by the beach.,28-05-2025 15:03,0.4,Facebook
265,25,Traffic was terrible today.,20-10-2024 13:47,0.3,Twitter
266,34,Feeling stressed about work.,22-04-2025 03:47,0.9,Facebook
267,45,Not feeling well today.,26-08-2025 03:45,0.2,Instagram
268,10,Looking forward to the next trip!,13-07-2025 14:12,-0.6,Instagram
269,37,Looking forward to the weekend.,07-08-2025 23:43,-0.7,
270,28,Excited for the next adventure!,26-11-2025 11:52,-0.4,Facebook
271,18,Enjoyed a relaxing evening.,18-10-2024 10:47,-0.6,Twitter
272,9,The food was amazing at the restaurant!,26-12-2024 18:56,1.0,Twitter
273,29,Looking forward to the next trip!,27-04-2025 19:03,0.9,Facebook
274,46,Feeling stressed about work.,15-06-2024 04:20,1.0,Instagram
275,8,Feeling stressed about work.,28-11-2025 15:01,-1.0,Instagram
276,39,Feeling stressed about work.,22-07-2024 03:42,0.7,
277,45,Enjoyed a relaxing evening.,09-12-2024 09:40,-0.2,
278,13,The weather is perfect today!,24-06-2024 16:38,-0.6,
279,20,Feeling bored today.,29-12-2024 15:46,-0.3,Twitter
280,17,"Had an okay day, nothing special.",06-10-2025 17:03,-1.0,Facebook
281,15,The commute was exhausting today.,27-04-2025 07:27,1.0,
282,48,Excited about the new event!,02-09-2024 07:26,-0.9,Twitter
283,16,Looking forward to the weekend.,26-01-2025 17:50,0.8,Facebook
284,16,Excited for the next adventure!,11-08-2025 02:31,0.4,Instagram
285,42,Traffic was terrible today.,19-11-2025 04:49,-0.9,Facebook
286,24,Feeling stressed about work.,17-06-2024 14:43,0.8,
287,40,The food was amazing at the restaurant!,10-08-2025 06:13,0.9,Facebook
288,9,Not feeling well today.,23-10-2025 05:53,-0.4,Twitter
289,20,Feeling overwhelmed with work.,30-12-2024 10:36,-0.2,
290,26,Had a peaceful day.,06-07-2025 22:08,-0.3,Instagram
291,21,Feeling overwhelmed with work.,25-07-2024 15:28,-0.1,Twitter
292,39,Not feeling well today.,22-07-2025 08:37,-0.2,Facebook
293,26,Had an awesome workout!,14-12-2025 18:26,0.9,Instagram
294,45,Excited for the next adventure!,21-07-2024 19:49,0.8,Twitter
295,19,Feeling bored today.,06-01-2025 22:09,0.6,Facebook
296,4,Not feeling well today.,11-02-2025 14:18,0.2,Facebook
297,2,The new movie was decent.,16-06-2025 00:39,-0.7,
298,37,Had a great day with family!,07-06-2025 01:39,0.5,Facebook
299,49,The weather is perfect today!,12-04-2025 03:24,0.3,
300,47,Enjoyed a nice day by the beach.,11-08-2024 13:32,0.2,Instagram
301,8,The commute was exhausting today.,26-05-2025 17:05,0.9,
302,17,Feeling overwhelmed with work.,28-05-2025 13:10,0.3,Instagram
303,6,Excited for the next adventure!,12-11-2025 07:19,-0.1,Facebook
304,27,Can't wait for the holidays!,23-05-2025 13:22,0.1,Instagram
305,50,Excited about the new event!,24-01-2025 15:05,-0.4,Facebook
306,8,Had a great day with family!,26-12-2025 12:06,-0.0,Twitter
307,32,Feeling overwhelmed with work.,16-09-2025 05:56,-0.6,Instagram
308,41,Looking forward to the weekend.,20-11-2025 07:03,0.1,Twitter
309,43,Looking forward to the next trip!,23-10-2025 17:20,0.4,
310,7,Excited about the new event!,10-08-2025 06:15,-0.1,Facebook
311,24,Enjoyed a nice day by the beach.,26-11-2024 12:16,-0.2,Instagram
312,1,Not feeling well today.,09-09-2024 04:43,0.7,Twitter
313,28,Not feeling well today.,08-08-2024 09:21,-0.9,Instagram
314,32,Had a peaceful day.,24-09-2025 19:51,0.7,
315,24,Looking forward to the weekend.,15-11-2024 07:59,-0.6,Instagram
316,37,Traffic was terrible today.,12-06-2025 20:43,0.9,
317,33,Excited about the new event!,27-06-2024 01:09,0.9,Instagram
318,20,Enjoyed a relaxing evening.,27-12-2024 10:54,-0.7,Facebook
319,21,Had a peaceful day.,02-12-2024 12:27,-0.7,Facebook
320,26,Feeling stressed about work.,21-09-2025 17:37,-1.0,Instagram
321,5,Excited about the new event!,24-08-2025 19:13,-0.2,
322,3,Had a great day with family!,21-06-2025 21:47,-0.1,Instagram
323,25,The new movie was decent.,05-04-2025 04:03,0.2,Twitter
324,44,Excited for the next adventure!,23-05-2025 16:50,-1.0,Twitter
325,11,Had a peaceful day.,17-06-2025 18:19,-0.9,
326,13,Excited for the next adventure!,05-11-2024 13:35,-0.8,Twitter
327,33,Can't wait for the holidays!,14-10-2024 08:22,0.4,Instagram
328,38,Looking forward to the weekend.,07-02-2025 03:54,0.5,Facebook
329,41,The commute was exhausting today.,15-04-2025 02:06,0.4,Instagram
330,7,Feeling bored today.,21-08-2024 06:01,-0.1,Twitter
331,13,Feeling stressed about work.,25-06-2025 23:03,-0.7,Twitter
332,4,The commute was exhausting today.,19-12-2025 15:41,-0.2,Twitter
333,41,The food was amazing at the restaurant!,06-09-2025 22:42,0.2,Twitter
334,10,Excited for the next adventure!,27-08-2025 16:07,-0.5,Facebook
335,25,Traffic was terrible today.,06-01-2025 03:56,0.4,
336,10,Enjoyed a nice day by the beach.,03-01-2025 07:10,-0.8,Instagram
337,50,Excited about the new event!,26-07-2025 12:34,-0.7,Facebook
338,14,Had a peaceful day.,13-11-2025 08:02,0.5,
339,12,Excited about the new event!,18-08-2024 06:30,-0.7,Twitter
340,5,Enjoyed a nice day by the beach.,16-04-2025 23:30,1.0,Instagram
341,46,The food was amazing at the restaurant!,29-10-2025 10:32,-0.5,Instagram
342,16,The commute was exhausting today.,23-02-2025 01:04,0.8,Twitter
343,27,Enjoyed a nice day by the beach.,04-06-2025 07:47,-0.1,Facebook
344,13,Looking forward to the weekend.,21-11-2024 19:51,-1.0,
345,16,Traffic was terrible today.,16-08-2024 04:48,-0.1,Instagram
346,14,The commute was exhausting today.,19-06-2024 09:28,0.9,Facebook
347,27,Had a peaceful day.,12-08-2024 02:10,0.7,
348,34,The new movie was decent.,25-06-2025 14:09,0.4,Facebook
349,46,The commute was exhausting today.,29-12-2024 19:24,-0.8,
350,3,Feeling overwhelmed with work.,11-06-2025 07:03,0.8,Instagram
351,38,Excited about the new event!,31-08-2024 08:14,0.5,Facebook
352,25,Had a peaceful day.,27-11-2024 02:41,-0.9,Twitter
353,19,Feeling bored today.,13-02-2025 05:50,-0.5,Twitter
354,50,"Had an okay day, nothing special.",20-05-2025 19:20,-0.1,Twitter
355,44,Had a great day with family!,20-09-2024 16:51,-0.1,Instagram
356,24,Looking forward to the weekend.,17-07-2024 07:47,0.7,Instagram
357,9,The new movie was decent.,08-10-2025 11:23,0.8,Twitter
358,23,The weather is perfect today!,08-12-2025 07:40,0.0,
359,45,Excited about the new event!,16-06-2024 15:06,0.2,
360,36,Looking forward to the next trip!,16-07-2025 19:34,-0.6,Facebook
361,7,Enjoyed a relaxing evening.,02-08-2025 11:01,0.7,Instagram
362,1,Feeling bored today.,09-08-2025 19:30,0.4,Instagram
363,48,Feeling bored today.,01-04-2025 18:03,0.8,
364,23,The food was amazing at the restaurant!,28-10-2024 07:27,-0.5,
365,18,The commute was exhausting today.,24-11-2025 17:05,0.4,Facebook
366,41,Can't wait for the holidays!,21-06-2025 00:52,0.9,Twitter
367,39,The commute was exhausting today.,21-10-2024 19:37,0.5,Facebook
368,42,"Had an okay day, nothing special.",10-02-2025 20:43,0.9,Twitter
369,21,"Had an okay day, nothing special.",20-09-2024 22:02,-0.4,
370,2,Feeling bored today.,25-09-2025 14:07,0.2,Instagram
371,13,Enjoyed a relaxing evening.,07-12-2024 18:01,-0.9,Instagram
372,4,Traffic was terrible today.,30-03-2025 12:50,-0.7,Twitter
373,42,Excited for the next adventure!,20-09-2025 19:16,0.7,
374,9,The weather is perfect today!,11-08-2024 03:44,-0.8,Instagram
375,33,The commute was exhausting today.,20-05-2025 15:03,0.5,Twitter
376,20,The food was amazing at the restaurant!,07-01-2025 17:14,0.1,
377,25,Looking forward to the weekend.,23-07-2025 05:42,0.1,Facebook
378,35,"Had an okay day, nothing special.",27-11-2024 06:32,-0.1,Facebook
379,35,Enjoyed a nice day by the beach.,04-11-2025 12:09,-0.7,Instagram
380,33,Looking forward to the next trip!,27-06-2024 01:02,-0.5,Facebook
381,2,Had a peaceful day.,19-11-2025 14:45,0.1,Twitter
382,42,Had a peaceful day.,03-08-2025 01:18,0.5,Instagram
383,11,The commute was exhausting today.,26-08-2025 20:28,-0.0,Twitter
384,4,Enjoyed a nice day by the beach.,16-12-2024 09:01,-0.4,Twitter
385,38,Had a peaceful day.,21-09-2024 20:40,0.1,Instagram
386,24,Enjoyed a nice day by the beach.,30-07-2024 18:34,-0.9,
387,45,Looking forward to the next trip!,02-11-2025 09:16,0.7,Facebook
388,21,The new movie was decent.,29-12-2025 09:33,-0.6,Instagram
389,16,Enjoyed a nice day by the beach.,27-12-2025 20:41,-0.9,Twitter
390,26,Can't wait for the holidays!,06-12-2024 23:34,-1.0,Instagram
391,17,Feeling overwhelmed with work.,02-03-2025 23:04,0.6,Twitter
392,18,Had an awesome workout!,18-03-2025 01:58,-0.2,Instagram
393,43,Looking forward to the weekend.,31-10-2024 14:30,0.7,Twitter
394,41,Excited for the next adventure!,15-07-2025 11:04,-0.6,Instagram
395,6,The new movie was decent.,15-10-2025 20:02,0.8,Instagram
396,4,The weather is perfect today!,21-02-2025 06:33,0.7,
397,37,Traffic was terrible today.,05-09-2024 00:48,0.3,Instagram
398,20,Looking forward to the weekend.,25-04-2025 22:31,0.7,
399,13,Feeling bored today.,11-12-2025 18:23,-0.1,Instagram
