post_id,user_id,post_text,post_date,sentiment_score,platform,user_name,location,date_joined
27,38,"Had an okay day, nothing special.",2024-06-10 22:35:00,-0.8,Twitter,Anonymous_user,Delhi,2025-07-05
28,10,The food was amazing at the restaurant!,2025-01-10 20:52:00,-0.9,Facebook,Anonymous_user,Unknown,2024-08-10
29,19,The weather is perfect today!,2025-02-07 15:27:00,-0.6,Instagram,Kavita,Unknown,2024-12-20
30,49,Enjoyed a relaxing evening.,2025-06-25 14:51:00,0.4,Facebook,Radhika,Chennai,2025-10-25
31,46,Not feeling well today.,2024-06-12 12:55:00,-0.5,Facebook,Anonymous_user,Unknown,2025-09-25
32,2,Feeling stressed about work.,2025-08-18 09:09:00,-0.4,Instagram,Anonymous_user,Bangalore,2024-02-05
33,35,Feeling bored today.,2025-02-13 12:26:00,-0.8,Twitter,Vishal,Unknown,2025-06-05
34,25,Enjoyed a relaxing evening.,2025-11-08 22:44:00,-0.8,Twitter,Aravind,Unknown,2025-02-25
35,50,"Had an okay day, nothing special.",2024-08-06 05:47:00,0.5,Facebook,Anonymous_user,Unknown,2025-11-05
36,23,The weather is perfect today!,2025-02-02 00:00:00,0.4,Twitter,Isha,Delhi,2025-02-05
37,44,Feeling stressed about work.,2025-10-24 20:28:00,-1.0,Instagram,Jay,Chennai,2025-09-05
38,8,Had an awesome workout!,2024-07-07 12:04:00,0.1,Twitter,Anonymous_user,Unknown,2024-07-05
39,10,Had a peaceful day.,2025-09-01 21:00:00,-0.4,Facebook,Anonymous_user,Unknown,2024-08-10
40,13,The new movie was decent.,2025-10-26 01:44:00,-0.6,Twitter,Anonymous_user,Delhi,2024-09-20
41,44,Not feeling well today.,2024-11-02 16:33:00,0.2,Twitter,Jay,Chennai,2025-09-05
42,37,Excited about the new event!,2025-05-17 16:02:00,0.9,Facebook,Anonymous_user,Hyderabad,2025-06-25
43,19,Looking forward to the next trip!,2024-08-10 18:23:00,-0.9,Instagram,Kavita,Unknown,2024-12-20
44,3,The food was amazing at the restaurant!,2025-07-02 01:50:00,-0.3,Twitter,Rahul,Unknown,2024-03-10
45,25,Feeling bored today.,2025-03-13 19:27:00,-0.7,Twitter,Aravind,Unknown,2025-02-25
46,38,The weather is perfect today!,2024-11-19 10:31:00,0.6,Facebook,Anonymous_user,Delhi,2025-07-05
47,23,Looking forward to the next trip!,2024-11-17 01:55:00,0.3,Diff_source,Isha,Delhi,2025-02-05
48,11,Enjoyed a relaxing evening.,2024-07-05 03:16:00,0.3,Instagram,Anonymous_user,Mumbai,2024-08-25
49,12,Feeling stressed about work.,2025-03-27 21:36:00,0.6,Instagram,Arjun,Unknown,2024-09-05
50,37,The new movie was decent.,2025-12-23 12:20:00,-0.5,Facebook,Anonymous_user,Hyderabad,2025-06-25
51,35,The new movie was decent.,2024-07-08 23:59:00,0.7,Facebook,Vishal,Unknown,2025-06-05
52,25,Looking forward to the weekend.,2024-12-04 19:21:00,-0.5,Instagram,Aravind,Unknown,2025-02-25
53,45,Feeling stressed about work.,2024-11-18 14:43:00,-0.9,Facebook,Riya,Unknown,2025-09-15
54,46,Feeling bored today.,2024-10-12 00:02:00,0.5,Instagram,Anonymous_user,Unknown,2025-09-25
55,20,The new movie was decent.,2025-06-29 12:16:00,-0.6,Facebook,Anonymous_user,Mumbai,2025-01-05
56,34,Had a great day with family!,2025-02-23 13:15:00,-1.0,Twitter,Anonymous_user,Unknown,2025-05-25
57,5,Enjoyed a nice day by the beach.,2024-07-30 02:20:00,-0.8,Instagram,Ravi,Hyderabad,2024-05-11
58,28,Excited for the next adventure!,2025-06-09 14:51:00,-0.2,Twitter,Anonymous_user,Unknown,2025-03-25
59,2,Looking forward to the next trip!,2025-11-19 18:20:00,0.6,Instagram,Anonymous_user,Bangalore,2024-02-05
60,6,The commute was exhausting today.,2024-09-17 01:18:00,0.2,Facebook,Anonymous_user,Unknown,2024-06-01
61,12,Had a great day with family!,2025-04-14 22:01:00,-0.1,Facebook,Arjun,Unknown,2024-09-05
62,25,Feeling stressed about work.,2025-08-07 17:59:00,0.8,Instagram,Aravind,Unknown,2025-02-25
63,3,Not feeling well today.,2025-10-14 06:07:00,0.8,Facebook,Rahul,Unknown,2024-03-10
64,34,The food was amazing at the restaurant!,2025-11-16 13:10:00,-0.2,Instagram,Anonymous_user,Unknown,2025-05-25
65,16,Feeling stressed about work.,2024-12-05 01:21:00,0.7,Facebook,Akash,Unknown,2024-11-05
66,12,The new movie was decent.,2025-02-20 12:24:00,0.8,Twitter,Arjun,Unknown,2024-09-05
67,31,Feeling bored today.,2025-07-10 13:49:00,0.5,Diff_source,Anonymous_user,Bangalore,2025-04-25
68,41,The new movie was decent.,2024-08-11 23:45:00,-0.9,Facebook,Abhinav,Bangalore,2025-08-05
69,32,The new movie was decent.,2024-06-21 23:36:00,0.7,Facebook,Snehal,Hyderabad,2025-05-05
70,43,Feeling overwhelmed with work.,2025-10-26 01:11:00,-0.5,Diff_source,Ira,Unknown,2025-08-25
71,23,Feeling bored today.,2025-09-21 19:30:00,0.9,Diff_source,Isha,Delhi,2025-02-05
72,32,Not feeling well today.,2024-07-10 13:28:00,0.3,Twitter,Snehal,Hyderabad,2025-05-05
73,23,The weather is perfect today!,2025-06-18 04:06:00,-1.0,Twitter,Isha,Delhi,2025-02-05
74,7,The commute was exhausting today.,2025-03-14 23:29:00,-0.6,Diff_source,Sunil,Unknown,2024-06-15
75,4,Excited for the next adventure!,2025-07-28 01:06:00,0.2,Diff_source,Sneha,Chennai,2024-04-22
76,38,The weather is perfect today!,2025-01-30 21:02:00,-0.1,Facebook,Anonymous_user,Delhi,2025-07-05
77,6,The new movie was decent.,2025-11-09 17:22:00,0.3,Facebook,Anonymous_user,Unknown,2024-06-01
78,25,Enjoyed a nice day by the beach.,2025-08-03 14:53:00,0.6,Facebook,Aravind,Unknown,2025-02-25
79,21,Enjoyed a nice day by the beach.,2025-12-25 22:02:00,-0.3,Instagram,Neha,Unknown,2025-01-15
80,48,Had a great day with family!,2025-04-10 06:23:00,0.4,Instagram,Siddharth,Delhi,2025-10-15
81,39,Looking forward to the weekend.,2024-06-12 10:51:00,0.9,Instagram,Anonymous_user,Unknown,2025-07-15
82,37,Excited about the new event!,2025-06-01 19:45:00,0.6,Twitter,Anonymous_user,Hyderabad,2025-06-25
83,7,Not feeling well today.,2024-08-31 20:24:00,0.1,Diff_source,Sunil,Unknown,2024-06-15
84,49,Can't wait for the holidays!,2025-06-23 23:50:00,0.8,Twitter,Radhika,Chennai,2025-10-25
85,16,Not feeling well today.,2025-08-13 15:18:00,-0.1,Diff_source,Akash,Unknown,2024-11-05
86,40,Can't wait for the holidays!,2025-11-28 01:29:00,-0.1,Instagram,Anonymous_user,Unknown,2025-07-25
87,18,Enjoyed a nice day by the beach.,2025-08-06 18:48:00,-0.2,Diff_source,Sanjay,Delhi,2024-12-05
88,19,Feeling bored today.,2025-07-23 18:27:00,-0.3,Diff_source,Kavita,Unknown,2024-12-20
89,33,"Had an okay day, nothing special.",2025-10-10 00:11:00,-0.3,Facebook,Anonymous_user,Delhi,2025-05-15
90,11,Had a great day with family!,2025-10-30 01:04:00,-0.1,Facebook,Anonymous_user,Mumbai,2024-08-25
91,37,Traffic was terrible today.,2025-03-10 15:28:00,0.9,Twitter,Anonymous_user,Hyderabad,2025-06-25
92,44,Can't wait for the holidays!,2025-02-14 11:04:00,-0.4,Facebook,Jay,Chennai,2025-09-05
93,36,Looking forward to the weekend.,2025-01-20 08:07:00,-0.7,Diff_source,Anonymous_user,Bangalore,2025-06-15
94,25,Can't wait for the holidays!,2024-10-03 11:53:00,0.8,Instagram,Aravind,Unknown,2025-02-25
95,12,Feeling stressed about work.,2025-02-26 07:15:00,-0.6,Instagram,Arjun,Unknown,2024-09-05
96,41,Had an awesome workout!,2025-10-31 10:35:00,-0.9,Facebook,Abhinav,Bangalore,2025-08-05
97,43,Enjoyed a relaxing evening.,2024-09-24 14:07:00,0.7,Instagram,Ira,Unknown,2025-08-25
98,39,Had an awesome workout!,2025-11-11 00:14:00,-0.7,Instagram,Anonymous_user,Unknown,2025-07-15
99,29,The weather is perfect today!,2024-12-09 04:04:00,0.3,Twitter,Karthik,Unknown,2025-04-05
100,10,Traffic was terrible today.,2024-12-14 03:06:00,-0.9,Twitter,Anonymous_user,Unknown,2024-08-10
101,4,Traffic was terrible today.,2025-10-20 23:19:00,0.0,Instagram,Sneha,Chennai,2024-04-22
102,5,Excited about the new event!,2025-06-04 13:19:00,0.7,Facebook,Ravi,Hyderabad,2024-05-11
103,12,Enjoyed a nice day by the beach.,2025-09-06 08:52:00,0.5,Instagram,Arjun,Unknown,2024-09-05
104,23,Had a great day with family!,2024-12-26 07:39:00,0.5,Facebook,Isha,Delhi,2025-02-05
105,40,The new movie was decent.,2025-08-19 19:51:00,0.4,Twitter,Anonymous_user,Unknown,2025-07-25
106,45,Looking forward to the next trip!,2024-09-27 14:43:00,0.2,Diff_source,Riya,Unknown,2025-09-15
107,21,Not feeling well today.,2024-10-05 20:25:00,-0.4,Diff_source,Neha,Unknown,2025-01-15
108,36,The new movie was decent.,2025-02-08 15:02:00,-0.2,Twitter,Anonymous_user,Bangalore,2025-06-15
109,2,The food was amazing at the restaurant!,2025-04-14 17:26:00,-0.7,Instagram,Anonymous_user,Bangalore,2024-02-05
110,7,The weather is perfect today!,2025-06-08 02:41:00,0.2,Diff_source,Sunil,Unknown,2024-06-15
111,40,Not feeling well today.,2025-11-18 22:55:00,1.0,Instagram,Anonymous_user,Unknown,2025-07-25
112,35,Had a peaceful day.,2025-01-23 08:25:00,-0.7,Facebook,Vishal,Unknown,2025-06-05
113,27,"Had an okay day, nothing special.",2025-02-04 04:31:00,0.8,Twitter,Anonymous_user,Hyderabad,2025-03-15
114,46,Feeling bored today.,2025-04-12 00:12:00,0.1,Instagram,Anonymous_user,Unknown,2025-09-25
115,39,Excited about the new event!,2025-08-23 18:01:00,-0.1,Diff_source,Anonymous_user,Unknown,2025-07-15
116,6,Feeling overwhelmed with work.,2025-10-12 16:22:00,-0.3,Diff_source,Anonymous_user,Unknown,2024-06-01
117,43,The commute was exhausting today.,2025-08-12 15:55:00,-1.0,Twitter,Ira,Unknown,2025-08-25
118,42,Excited about the new event!,2024-08-27 13:07:00,-0.5,Twitter,Anonymous_user,Unknown,2025-08-15
119,22,Can't wait for the holidays!,2024-09-08 04:32:00,-0.5,Facebook,Vikram,Unknown,2025-01-25
120,22,Looking forward to the weekend.,2025-09-12 12:12:00,0.5,Instagram,Vikram,Unknown,2025-01-25
121,34,Had a peaceful day.,2025-08-01 05:55:00,-0.4,Instagram,Anonymous_user,Unknown,2025-05-25
122,3,Looking forward to the next trip!,2024-08-12 06:33:00,0.4,Twitter,Rahul,Unknown,2024-03-10
123,29,Feeling stressed about work.,2024-10-16 16:47:00,-0.3,Diff_source,Karthik,Unknown,2025-04-05
124,50,The new movie was decent.,2024-09-28 02:33:00,0.5,Facebook,Anonymous_user,Unknown,2025-11-05
125,41,Excited for the next adventure!,2025-04-22 23:07:00,0.2,Twitter,Abhinav,Bangalore,2025-08-05
126,11,The food was amazing at the restaurant!,2025-06-27 16:06:00,0.8,Diff_source,Anonymous_user,Mumbai,2024-08-25
127,35,Looking forward to the weekend.,2025-06-16 04:44:00,0.2,Diff_source,Vishal,Unknown,2025-06-05
128,36,Traffic was terrible today.,2024-12-28 08:04:00,-0.9,Instagram,Anonymous_user,Bangalore,2025-06-15
129,23,Can't wait for the holidays!,2025-02-09 07:38:00,-0.4,Diff_source,Isha,Delhi,2025-02-05
130,6,Feeling overwhelmed with work.,2024-07-28 16:04:00,0.5,Twitter,Anonymous_user,Unknown,2024-06-01
131,15,The commute was exhausting today.,2025-03-24 23:44:00,0.2,Diff_source,Anonymous_user,Unknown,2024-10-20
132,2,The food was amazing at the restaurant!,2025-04-29 01:12:00,0.9,Instagram,Anonymous_user,Bangalore,2024-02-05
133,46,Feeling stressed about work.,2025-05-07 09:32:00,0.4,Facebook,Anonymous_user,Unknown,2025-09-25
134,8,The commute was exhausting today.,2025-06-02 10:40:00,-0.6,Diff_source,Anonymous_user,Unknown,2024-07-05
135,42,Feeling overwhelmed with work.,2025-12-20 01:07:00,0.0,Instagram,Anonymous_user,Unknown,2025-08-15
136,24,The new movie was decent.,2025-01-29 08:44:00,0.2,Twitter,Anonymous_user,Unknown,2025-02-15
137,45,Not feeling well today.,2024-08-13 01:53:00,0.7,Twitter,Riya,Unknown,2025-09-15
138,25,The weather is perfect today!,2024-10-16 23:34:00,-0.7,Diff_source,Aravind,Unknown,2025-02-25
139,17,Enjoyed a relaxing evening.,2024-12-26 17:15:00,0.6,Twitter,Anonymous_user,Chennai,2024-11-20
140,26,Can't wait for the holidays!,2025-12-01 00:11:00,-0.3,Facebook,Divya,Unknown,2025-03-05
141,10,Traffic was terrible today.,2025-11-18 21:00:00,0.8,Twitter,Anonymous_user,Unknown,2024-08-10
142,47,Feeling stressed about work.,2025-05-27 13:28:00,-0.0,Twitter,Naina,Unknown,2025-10-05
143,9,Traffic was terrible today.,2025-06-26 21:15:00,0.0,Diff_source,Anonymous_user,Unknown,2024-07-20
144,46,Feeling overwhelmed with work.,2024-08-31 21:55:00,-0.1,Instagram,Anonymous_user,Unknown,2025-09-25
145,11,Feeling overwhelmed with work.,2025-01-14 11:27:00,-0.9,Facebook,Anonymous_user,Mumbai,2024-08-25
146,50,Excited for the next adventure!,2024-06-24 08:08:00,0.9,Twitter,Anonymous_user,Unknown,2025-11-05
147,28,Enjoyed a nice day by the beach.,2024-09-16 10:02:00,0.5,Twitter,Anonymous_user,Unknown,2025-03-25
148,13,Excited about the new event!,2024-08-24 04:12:00,0.9,Facebook,Anonymous_user,Delhi,2024-09-20
149,26,Had a peaceful day.,2025-07-19 09:17:00,0.0,Diff_source,Divya,Unknown,2025-03-05
150,28,The food was amazing at the restaurant!,2025-07-17 02:33:00,0.9,Diff_source,Anonymous_user,Unknown,2025-03-25
151,34,Had an awesome workout!,2025-01-06 08:36:00,1.0,Facebook,Anonymous_user,Unknown,2025-05-25
152,27,Feeling overwhelmed with work.,2024-09-13 14:09:00,0.9,Diff_source,Anonymous_user,Hyderabad,2025-03-15
153,27,Excited about the new event!,2024-12-01 17:52:00,-0.2,Twitter,Anonymous_user,Hyderabad,2025-03-15
154,50,Can't wait for the holidays!,2025-07-27 12:12:00,-0.0,Diff_source,Anonymous_user,Unknown,2025-11-05
155,8,Traffic was terrible today.,2025-01-17 09:38:00,-0.4,Facebook,Anonymous_user,Unknown,2024-07-05
156,36,Enjoyed a relaxing evening.,2024-06-15 09:57:00,-0.4,Twitter,Anonymous_user,Bangalore,2025-06-15
157,46,Traffic was terrible today.,2024-08-13 20:20:00,0.2,Twitter,Anonymous_user,Unknown,2025-09-25
158,6,Enjoyed a relaxing evening.,2025-11-05 22:17:00,0.6,Twitter,Anonymous_user,Unknown,2024-06-01
159,29,Looking forward to the weekend.,2024-12-09 16:05:00,0.5,Instagram,Karthik,Unknown,2025-04-05
160,32,Had a peaceful day.,2025-08-31 02:31:00,0.0,Facebook,Snehal,Hyderabad,2025-05-05
161,49,"Had an okay day, nothing special.",2025-10-11 13:07:00,-0.8,Diff_source,Radhika,Chennai,2025-10-25
162,30,Not feeling well today.,2025-09-08 19:32:00,0.6,Diff_source,Pooja,Mumbai,2025-04-15
163,31,Enjoyed a nice day by the beach.,2025-02-08 12:56:00,0.1,Facebook,Anonymous_user,Bangalore,2025-04-25
164,30,Excited for the next adventure!,2025-07-21 08:21:00,-0.7,Diff_source,Pooja,Mumbai,2025-04-15
165,24,Excited about the new event!,2025-12-25 15:54:00,-0.1,Twitter,Anonymous_user,Unknown,2025-02-15
166,13,Can't wait for the holidays!,2024-06-26 09:14:00,-0.6,Diff_source,Anonymous_user,Delhi,2024-09-20
167,3,Excited about the new event!,2024-09-29 09:33:00,0.6,Facebook,Rahul,Unknown,2024-03-10
168,1,Feeling bored today.,2025-12-04 23:41:00,0.5,Facebook,Anonymous_user,Unknown,2024-01-15
169,29,Had a peaceful day.,2025-12-07 01:46:00,1.0,Twitter,Karthik,Unknown,2025-04-05
170,49,Had a peaceful day.,2025-07-18 17:42:00,0.7,Instagram,Radhika,Chennai,2025-10-25
171,46,Not feeling well today.,2025-07-24 11:30:00,0.3,Instagram,Anonymous_user,Unknown,2025-09-25
172,43,Traffic was terrible today.,2025-11-11 16:07:00,-0.6,Diff_source,Ira,Unknown,2025-08-25
173,3,The new movie was decent.,2025-05-23 01:47:00,0.5,Facebook,Rahul,Unknown,2024-03-10
174,3,"Had an okay day, nothing special.",2025-10-07 19:32:00,0.2,Diff_source,Rahul,Unknown,2024-03-10
175,3,Had a great day with family!,2024-09-06 13:51:00,-0.9,Facebook,Rahul,Unknown,2024-03-10
176,13,Looking forward to the weekend.,2025-11-01 04:27:00,0.2,Twitter,Anonymous_user,Delhi,2024-09-20
177,17,Had an awesome workout!,2025-01-11 16:25:00,-0.7,Twitter,Anonymous_user,Chennai,2024-11-20
178,23,Not feeling well today.,2025-02-16 05:57:00,0.9,Twitter,Isha,Delhi,2025-02-05
179,33,"Had an okay day, nothing special.",2025-06-16 14:15:00,0.6,Instagram,Anonymous_user,Delhi,2025-05-15
180,38,Feeling stressed about work.,2024-10-30 21:00:00,0.2,Facebook,Anonymous_user,Delhi,2025-07-05
181,44,Excited about the new event!,2025-10-01 05:37:00,-0.8,Twitter,Jay,Chennai,2025-09-05
182,27,Had an awesome workout!,2025-03-31 06:36:00,-0.6,Instagram,Anonymous_user,Hyderabad,2025-03-15
183,27,Enjoyed a nice day by the beach.,2025-10-22 23:02:00,-0.5,Twitter,Anonymous_user,Hyderabad,2025-03-15
184,28,The commute was exhausting today.,2024-12-21 08:20:00,-0.9,Diff_source,Anonymous_user,Unknown,2025-03-25
185,31,Can't wait for the holidays!,2025-07-14 20:06:00,0.5,Diff_source,Anonymous_user,Bangalore,2025-04-25
186,17,Can't wait for the holidays!,2024-07-01 18:01:00,-0.7,Instagram,Anonymous_user,Chennai,2024-11-20
187,43,The new movie was decent.,2025-01-31 13:06:00,-0.2,Facebook,Ira,Unknown,2025-08-25
188,42,Feeling stressed about work.,2025-08-24 12:52:00,0.4,Instagram,Anonymous_user,Unknown,2025-08-15
189,26,Feeling stressed about work.,2024-11-22 02:05:00,0.9,Diff_source,Divya,Unknown,2025-03-05
190,7,Feeling overwhelmed with work.,2024-09-06 09:20:00,0.3,Facebook,Sunil,Unknown,2024-06-15
191,1,Excited about the new event!,2025-07-16 05:52:00,0.2,Instagram,Anonymous_user,Unknown,2024-01-15
192,11,The commute was exhausting today.,2025-05-22 11:14:00,-0.8,Twitter,Anonymous_user,Mumbai,2024-08-25
193,50,The commute was exhausting today.,2025-03-23 13:55:00,-0.7,Twitter,Anonymous_user,Unknown,2025-11-05
194,2,Feeling bored today.,2025-07-05 00:18:00,0.5,Facebook,Anonymous_user,Bangalore,2024-02-05
195,14,"Had an okay day, nothing special.",2025-01-13 21:40:00,-0.5,Twitter,Suresh,Unknown,2024-10-05
196,37,Can't wait for the holidays!,2024-07-29 11:14:00,-0.1,Instagram,Anonymous_user,Hyderabad,2025-06-25
197,27,Enjoyed a nice day by the beach.,2025-04-17 00:17:00,-0.6,Diff_source,Anonymous_user,Hyderabad,2025-03-15
198,14,Enjoyed a nice day by the beach.,2025-08-04 00:28:00,0.6,Facebook,Suresh,Unknown,2024-10-05
199,38,The new movie was decent.,2024-07-26 00:30:00,0.8,Facebook,Anonymous_user,Delhi,2025-07-05
200,17,Had a peaceful day.,2024-08-05 14:52:00,-0.3,Diff_source,Anonymous_user,Chennai,2024-11-20
201,28,Excited about the new event!,2025-05-09 20:47:00,0.9,Diff_source,Anonymous_user,Unknown,2025-03-25
202,33,Enjoyed a relaxing evening.,2025-04-09 12:09:00,0.0,Facebook,Anonymous_user,Delhi,2025-05-15
203,7,The food was amazing at the restaurant!,2024-10-08 06:50:00,0.1,Facebook,Sunil,Unknown,2024-06-15
204,46,"Had an okay day, nothing special.",2024-08-08 19:11:00,0.9,Twitter,Anonymous_user,Unknown,2025-09-25
205,38,Had a peaceful day.,2024-09-28 06:59:00,0.4,Instagram,Anonymous_user,Delhi,2025-07-05
206,2,Not feeling well today.,2025-01-11 19:37:00,0.2,Twitter,Anonymous_user,Bangalore,2024-02-05
207,11,Excited about the new event!,2024-07-08 02:38:00,0.0,Diff_source,Anonymous_user,Mumbai,2024-08-25
208,11,Looking forward to the weekend.,2025-08-26 20:08:00,-0.0,Facebook,Anonymous_user,Mumbai,2024-08-25
209,23,Looking forward to the weekend.,2025-11-13 05:57:00,0.7,Diff_source,Isha,Delhi,2025-02-05
210,48,Excited for the next adventure!,2025-07-01 14:30:00,-0.9,Twitter,Siddharth,Delhi,2025-10-15
211,20,Traffic was terrible today.,2024-06-26 11:43:00,-0.4,Instagram,Anonymous_user,Mumbai,2025-01-05
212,8,The weather is perfect today!,2025-12-15 18:17:00,-0.8,Facebook,Anonymous_user,Unknown,2024-07-05
213,47,Feeling bored today.,2025-06-07 17:35:00,0.5,Twitter,Naina,Unknown,2025-10-05
214,20,Had an awesome workout!,2025-07-13 22:04:00,0.4,Instagram,Anonymous_user,Mumbai,2025-01-05
215,16,Enjoyed a nice day by the beach.,2025-02-25 03:52:00,-0.8,Twitter,Akash,Unknown,2024-11-05
216,6,Enjoyed a nice day by the beach.,2025-11-27 00:24:00,-0.2,Instagram,Anonymous_user,Unknown,2024-06-01
217,18,The weather is perfect today!,2025-11-18 10:53:00,0.1,Twitter,Sanjay,Delhi,2024-12-05
218,30,Excited for the next adventure!,2024-11-11 01:58:00,0.3,Twitter,Pooja,Mumbai,2025-04-15
219,47,Feeling bored today.,2025-12-15 09:46:00,0.2,Twitter,Naina,Unknown,2025-10-05
220,29,Traffic was terrible today.,2025-12-18 02:46:00,0.0,Facebook,Karthik,Unknown,2025-04-05
221,17,Not feeling well today.,2024-10-15 21:21:00,0.1,Diff_source,Anonymous_user,Chennai,2024-11-20
222,34,The new movie was decent.,2025-05-29 04:39:00,0.1,Instagram,Anonymous_user,Unknown,2025-05-25
223,8,The weather is perfect today!,2025-03-06 21:11:00,-1.0,Facebook,Anonymous_user,Unknown,2024-07-05
224,43,Feeling bored today.,2025-06-28 12:22:00,0.2,Facebook,Ira,Unknown,2025-08-25
225,16,Feeling overwhelmed with work.,2024-08-24 15:18:00,-0.8,Twitter,Akash,Unknown,2024-11-05
226,48,"Had an okay day, nothing special.",2024-07-12 17:27:00,0.2,Twitter,Siddharth,Delhi,2025-10-15
227,47,Traffic was terrible today.,2024-11-22 18:50:00,0.4,Instagram,Naina,Unknown,2025-10-05
228,31,Feeling overwhelmed with work.,2025-01-23 05:13:00,-0.1,Instagram,Anonymous_user,Bangalore,2025-04-25
229,9,Enjoyed a nice day by the beach.,2025-01-08 21:02:00,0.0,Facebook,Anonymous_user,Unknown,2024-07-20
230,6,Looking forward to the weekend.,2025-01-13 16:29:00,-0.6,Facebook,Anonymous_user,Unknown,2024-06-01
231,23,Looking forward to the weekend.,2025-11-29 12:53:00,-0.8,Diff_source,Isha,Delhi,2025-02-05
232,35,Excited for the next adventure!,2024-10-28 22:41:00,-0.4,Facebook,Vishal,Unknown,2025-06-05
233,10,Had a great day with family!,2024-09-10 13:14:00,0.8,Instagram,Anonymous_user,Unknown,2024-08-10
234,1,The commute was exhausting today.,2024-10-30 23:42:00,-0.3,Facebook,Anonymous_user,Unknown,2024-01-15
235,39,Had a peaceful day.,2025-05-03 05:19:00,-0.0,Facebook,Anonymous_user,Unknown,2025-07-15
236,18,Not feeling well today.,2025-11-10 16:38:00,0.7,Diff_source,Sanjay,Delhi,2024-12-05
237,23,The food was amazing at the restaurant!,2024-07-31 14:45:00,-1.0,Twitter,Isha,Delhi,2025-02-05
238,31,Had a great day with family!,2025-08-19 17:18:00,-0.1,Facebook,Anonymous_user,Bangalore,2025-04-25
239,23,Not feeling well today.,2025-07-21 15:27:00,-0.1,Twitter,Isha,Delhi,2025-02-05
240,49,Traffic was terrible today.,2025-10-25 10:24:00,-0.8,Twitter,Radhika,Chennai,2025-10-25
241,16,Traffic was terrible today.,2025-12-09 03:33:00,1.0,Instagram,Akash,Unknown,2024-11-05
242,27,Looking forward to the weekend.,2024-11-27 10:36:00,0.5,Diff_source,Anonymous_user,Hyderabad,2025-03-15
243,46,The new movie was decent.,2024-10-30 18:06:00,0.4,Facebook,Anonymous_user,Unknown,2025-09-25
244,13,Excited for the next adventure!,2025-07-31 12:35:00,0.0,Twitter,Anonymous_user,Delhi,2024-09-20
245,46,Feeling bored today.,2024-06-16 11:07:00,0.9,Instagram,Anonymous_user,Unknown,2025-09-25
